rid,ttr
101,0.06609439849853516
102,0.047219038009643555
103,0.0654439926147461
104,0.055141448974609375
105,0.0528416633605957
106,0.06554937362670898
107,0.06954741477966309
108,0.05107712745666504
109,0.0667719841003418
110,0.06857490539550781
111,0.06974434852600098
112,0.06647443771362305
113,0.06891798973083496
114,0.06209301948547363
115,0.04546356201171875
116,0.14111995697021484
117,0.11247515678405762
118,0.08551573753356934
119,0.06870126724243164
120,0.0471348762512207
121,0.06521821022033691
122,0.052034854888916016
123,0.08982682228088379
124,0.0697014331817627
125,0.18753290176391602
126,0.15198922157287598
127,0.1168816089630127
128,0.08817100524902344
129,0.05220437049865723
130,0.07323193550109863
131,0.061013221740722656
132,0.06531953811645508
133,0.06094026565551758
134,0.07864499092102051
135,0.06756806373596191
136,0.07564830780029297
137,0.0956423282623291
138,0.07659125328063965
139,0.06267571449279785
140,0.0649406909942627
141,0.06508517265319824
142,0.09368014335632324
143,0.07258391380310059
144,0.06631684303283691
145,0.07138442993164062
146,0.07315540313720703
147,0.06938362121582031
148,0.07079529762268066
149,0.06366801261901855
150,0.08020138740539551
151,0.05205416679382324
152,0.03996086120605469
153,0.07247638702392578
154,0.06413626670837402
155,0.13741779327392578
156,0.11426353454589844
157,0.07963109016418457
158,0.12415599822998047
159,0.08295416831970215
160,0.061978816986083984
161,0.07680773735046387
162,0.07589197158813477
163,0.07047271728515625
164,0.07945799827575684
165,0.07609343528747559
166,0.06549930572509766
167,0.05603671073913574
168,0.06711220741271973
169,0.07347750663757324
170,0.0631704330444336
171,0.09067940711975098
172,0.06808781623840332
173,0.06842660903930664
174,0.07194948196411133
175,0.07091736793518066
176,0.043225765228271484
177,0.07353973388671875
178,0.061318397521972656
179,0.08304309844970703
180,0.06697964668273926
181,0.08582091331481934
182,0.06928515434265137
183,0.06908154487609863
184,0.06209111213684082
185,0.06204986572265625
186,0.07092761993408203
187,0.05417823791503906
188,0.07208108901977539
189,0.06256484985351562
190,0.055699825286865234
191,0.07380342483520508
192,0.06389594078063965
193,0.04744362831115723
194,0.16255474090576172
195,0.13921785354614258
196,0.10485458374023438
197,0.08900594711303711
198,0.09942197799682617
199,0.06351876258850098
200,0.06444406509399414
201,0.07688426971435547
202,0.07230210304260254
203,0.07916641235351562
204,0.06913113594055176
205,0.06574082374572754
206,0.08437752723693848
207,0.13150954246520996
208,0.09604430198669434
209,0.06255435943603516
210,0.06686973571777344
211,0.16293716430664062
212,0.12900733947753906
213,0.0681145191192627
214,0.06686735153198242
215,0.0658116340637207
216,0.08868908882141113
217,0.06812262535095215
218,0.0690162181854248
219,0.07856893539428711
220,0.07922792434692383
221,0.0626680850982666
222,0.0711817741394043
223,0.11592984199523926
224,0.08672761917114258
225,0.0324249267578125
226,0.04050421714782715
227,0.0765848159790039
228,0.06991004943847656
229,0.06775093078613281
230,0.07128643989562988
231,0.0648188591003418
232,0.07698225975036621
233,0.06752729415893555
234,0.1122586727142334
235,0.0913233757019043
236,0.05964088439941406
237,0.06750845909118652
238,0.0707395076751709
239,0.06591057777404785
240,0.10194253921508789
241,0.07469463348388672
242,0.0707247257232666
243,0.07027482986450195
244,0.07271361351013184
245,0.06664180755615234
246,0.0678093433380127
247,0.0679166316986084
248,0.06273055076599121
249,0.06690192222595215
250,0.06421899795532227
251,0.08411669731140137
252,0.08548641204833984
253,0.0781862735748291
254,0.06293654441833496
255,0.05948138236999512
256,0.06894826889038086
257,0.06332206726074219
258,0.04820823669433594
259,0.058623313903808594
260,0.06571030616760254
261,0.07380342483520508
262,0.049242258071899414
263,0.06419754028320312
264,0.06956315040588379
265,0.04212641716003418
266,0.06003260612487793
267,0.0687253475189209
268,0.06247591972351074
269,0.07085180282592773
270,0.06918907165527344
271,0.06267547607421875
272,0.05934023857116699
273,0.0587155818939209
274,0.1311202049255371
275,0.0674898624420166
276,0.05807614326477051
277,0.0652627944946289
278,0.07159185409545898
279,0.06798219680786133
280,0.06334686279296875
281,0.0680079460144043
282,0.06714797019958496
283,0.05769753456115723
284,0.07654762268066406
285,0.1417403221130371
286,0.11245894432067871
287,0.08165693283081055
288,0.06752610206604004
289,0.07131433486938477
290,0.0655815601348877
291,0.06519889831542969
292,0.1191709041595459
293,0.08449625968933105
294,0.06699323654174805
295,0.08175206184387207
296,0.0417940616607666
297,0.0695037841796875
298,0.0714118480682373
299,0.06762051582336426
300,0.06531763076782227
301,0.07044267654418945
302,0.07301878929138184
303,0.06682324409484863
304,0.05741572380065918
305,0.07130789756774902
306,0.06650567054748535
307,0.06048393249511719
308,0.14823532104492188
309,0.07536029815673828
310,0.06279468536376953
311,0.07396626472473145
312,0.04089641571044922
313,0.07210183143615723
314,0.08001160621643066
315,0.0618290901184082
316,0.0399932861328125
317,0.07018160820007324
318,0.08234739303588867
319,0.06788897514343262
320,0.06758284568786621
321,0.06389474868774414
322,0.0746297836303711
323,0.0755455493927002
324,0.08171987533569336
325,0.07365703582763672
326,0.06864571571350098
327,0.053800344467163086
328,0.06694269180297852
329,0.14398193359375
330,0.11436796188354492
331,0.05014395713806152
332,0.07089614868164062
333,0.0734403133392334
334,0.047425270080566406
335,0.05176520347595215
336,0.07307124137878418
337,0.06887698173522949
338,0.06985902786254883
339,0.07067465782165527
340,0.06801724433898926
341,0.06340456008911133
342,0.06269717216491699
343,0.06525301933288574
344,0.07549691200256348
345,0.06496071815490723
346,0.07091307640075684
347,0.07739996910095215
348,0.07712912559509277
349,0.06539249420166016
350,0.06253886222839355
351,0.07028055191040039
352,0.07462501525878906
353,0.10155129432678223
354,0.06791877746582031
355,0.08794522285461426
356,0.07058000564575195
357,0.04678654670715332
358,0.06263113021850586
359,0.07030844688415527
360,0.06184220314025879
361,0.06441998481750488
362,0.06784248352050781
363,0.05901217460632324
364,0.08368229866027832
365,0.06305336952209473
366,0.06943392753601074
367,0.06284570693969727
368,0.06604957580566406
369,0.07211518287658691
370,0.06485605239868164
371,0.06917715072631836
372,0.0708010196685791
373,0.10408186912536621
374,0.0698544979095459
375,0.15671682357788086
376,0.09424567222595215
377,0.07755923271179199
378,0.0820012092590332
379,0.06871223449707031
380,0.06003212928771973
381,0.07157158851623535
382,0.07256746292114258
383,0.06879425048828125
384,0.08373332023620605
385,0.0737919807434082
386,0.08604001998901367
387,0.05371499061584473
388,0.12936186790466309
389,0.1081690788269043
390,0.14716410636901855
391,0.11006903648376465
392,0.07840895652770996
393,0.03257393836975098
394,0.03308558464050293
395,0.06920576095581055
396,0.07166004180908203
397,0.04311633110046387
398,0.06845998764038086
399,0.06790661811828613
400,0.06978678703308105
401,0.06482577323913574
402,0.07228755950927734
403,0.06789660453796387
404,0.0628502368927002
405,0.06902122497558594
406,0.0758974552154541
407,0.06724190711975098
408,0.07454442977905273
409,0.06448626518249512
410,0.06509780883789062
411,0.048098087310791016
412,0.08225488662719727
413,0.06536459922790527
414,0.0704350471496582
415,0.07063126564025879
416,0.07110404968261719
417,0.08759212493896484
418,0.07399320602416992
419,0.06967711448669434
420,0.040802717208862305
421,0.0680084228515625
422,0.0462799072265625
423,0.06288337707519531
424,0.042578697204589844
425,0.0680701732635498
426,0.06915450096130371
427,0.07192707061767578
428,0.05930733680725098
429,0.13014912605285645
430,0.09499716758728027
431,0.06996631622314453
432,0.0682671070098877
433,0.06532645225524902
434,0.12294530868530273
435,0.0897519588470459
436,0.07319974899291992
437,0.08085036277770996
438,0.06848859786987305
439,0.13833069801330566
440,0.12732458114624023
441,0.10748934745788574
442,0.08330893516540527
443,0.06589698791503906
444,0.08043646812438965
445,0.058261871337890625
446,0.06018948554992676
447,0.06692695617675781
448,0.06975674629211426
449,0.12137913703918457
450,0.16753292083740234
451,0.15109729766845703
452,0.11602234840393066
453,0.0830526351928711
454,0.13415241241455078
455,0.10982942581176758
456,0.07268762588500977
457,0.06620478630065918
458,0.06217837333679199
459,0.10179591178894043
460,0.06182575225830078
461,0.06696534156799316
462,0.0737755298614502
463,0.04545402526855469
464,0.04577827453613281
465,0.160247802734375
466,0.1271800994873047
467,0.09669327735900879
468,0.0619511604309082
469,0.07578206062316895
470,0.06791377067565918
471,0.07144856452941895
472,0.06822514533996582
473,0.06967663764953613
474,0.10908651351928711
475,0.07576608657836914
476,0.04048418998718262
477,0.07064700126647949
478,0.07764935493469238
479,0.07125687599182129
480,0.07728004455566406
481,0.06153059005737305
482,0.04171109199523926
483,0.06299614906311035
484,0.07109260559082031
485,0.0883491039276123
486,0.0709221363067627
487,0.06661248207092285
488,0.06235790252685547
489,0.0703434944152832
490,0.04901838302612305
491,0.06909823417663574
492,0.0710151195526123
493,0.03770709037780762
494,0.0651702880859375
495,0.07085466384887695
496,0.0769052505493164
497,0.07007646560668945
498,0.0795745849609375
499,0.03253769874572754
500,0.06897282600402832
501,0.08213114738464355
502,0.06513452529907227
503,0.07235598564147949
504,0.06953048706054688
505,0.07387447357177734
506,0.0632929801940918
507,0.08449554443359375
508,0.0630192756652832
509,0.0657498836517334
510,0.07449102401733398
511,0.050023794174194336
512,0.0685572624206543
513,0.11525821685791016
514,0.09952712059020996
515,0.06937360763549805
516,0.06614327430725098
517,0.06183052062988281
