,0
999,22.067
1000,23.041
1001,28.272
1002,24.528
1003,21.666
1004,23.028
1005,24.217
1006,14.174
1007,19.995
1008,16.93
1009,12.247
1010,14.145
1011,21.508
1012,20.183
1013,22.441
1014,24.424
1015,23.817
1016,23.903
1017,25.423
1018,23.228
1019,21.057
1020,22.691
1021,23.783
1022,22.136
1023,22.841
1024,24.993
1025,25.877
1026,26.014
1027,22.644
1028,24.434
1029,16.183
1030,19.169
1031,21.653
1032,11.224
1033,22.017
1034,25.702
1035,25.461
1036,23.284
1037,22.925
1038,29.932
1039,23.358
1040,29.15
1041,23.998
1042,23.763
1043,25.15
1044,25.051
1045,33.521
1046,19.571
1047,22.886
1048,24.183
1049,22.359
1050,25.341
1051,23.493
1052,24.021
1053,26.08
1054,24.625
1055,25.761
1056,23.159
1057,23.551
1058,22.886
1059,18.165
1060,22.483
1061,23.308
1062,28.982
1063,24.862
1064,25.146
1065,26.657
1066,31.703
1067,26.247
1068,22.34
1069,24.611
1070,21.114
1071,23.614
1072,37.574
1073,23.334
1074,30.559
1075,25.127
1076,19.91
1077,23.015
1078,23.891
1079,22.067
1080,22.208
1081,24.902
1082,26.248
1083,23.602
1084,23.727
1085,27.618
1086,34.139
1087,26.466
1088,21.108
1089,24.976
1090,25.084
1091,37.189
1092,24.881
1093,26.909
1094,22.793
1095,24.359
1096,23.483
1097,21.907
1098,26.085
1099,23.611
1100,24.187
1101,22.315
1102,25.546
1103,22.235
1104,23.975
1105,22.05
1106,23.867
1107,25.382
1108,22.783
1109,22.8
1110,23.799
1111,29.414
1112,25.105
1113,23.901
1114,25.071
1115,30.616
1116,25.339
1117,22.494
1118,23.585
1119,24.313
1120,22.751
1121,29.388
1122,22.226
1123,22.709
1124,28.741
1125,27.052
1126,32.575
1127,24.953
1128,24.176
1129,27.64
1130,23.117
1131,23.788
1132,21.283
1133,24.17
1134,29.019
1135,54.635
1136,21.835
1137,27.737
1138,23.096
1139,22.503
1140,24.828
1141,23.357
1142,23.561
1143,22.958
1144,24.178
1145,19.267
1146,11.061
1147,25.178
1148,22.096
1149,18.938
1150,26.834
1151,25.114
1152,23.381
1153,26.156
1154,22.254
1155,22.735
1156,23.136
1157,23.942
1158,24.007
1159,22.929
1160,23.16
1161,23.013
1162,22.353
1163,24.012
1164,16.408
1165,17.368
1166,21.165
1167,23.8
1168,28.78
1169,21.559
1170,22.96
1171,22.186
1172,25.957
1173,23.43
1174,29.03
1175,25.342
1176,23.933
1177,23.195
1178,30.089
1179,24.702
1180,24.148
1181,23.538
1182,23.932
1183,27.908
1184,23.341
1185,21.402
1186,23.422
1187,21.127
1188,21.737
1189,25.873
1190,21.406
1191,24.57
1192,23.763
1193,28.707
1194,22.271
1195,22.872
1196,23.951
1197,22.796
1198,22.238
1199,22.541
1200,22.814
1201,27.384
1202,28.363
1203,37.935
1204,24.729
1205,22.746
1206,23.995
1207,22.152
1208,24.49
1209,22.566
1210,27.983
1211,24.468
1212,24.225
1213,23.019
1214,24.96
1215,26.838
1216,25.26
1217,26.915
1218,47.285
1219,23.701
1220,24.11
1221,24.247
1222,21.858
1223,24.723
1224,22.425
1225,23.322
1226,26.377
1227,23.666
1228,26.314
1229,21.307
1230,32.757
1231,14.788
1232,15.791
1233,23.281
1234,21.94
1235,23.363
1236,22.068
1237,26.539
1238,24.361
1239,22.878
1240,24.219
1241,25.361
1242,34.027
1243,26.068
1244,23.566
1245,24.729
1246,33.434
1247,64.975
1248,56.868
1249,36.508
1250,23.968
1251,27.247
1252,31.229
1253,30.459
1254,33.439
1255,29.742
1256,22.113
1257,23.454
1258,22.723
1259,22.556
1260,21.931
1261,21.712
1262,23.863
1263,24.442
1264,24.069
1265,24.436
1266,32.275
1267,26.481
1268,25.696
1269,24.431
1270,22.531
1271,22.698
1272,25.287
1273,23.729
1274,24.122
1275,22.079
1276,25.606
1277,22.423
1278,23.542
1279,23.259
1280,29.677
1281,27.327
1282,24.012
1283,24.234
1284,23.826
1285,24.585
1286,28.828
1287,25.808
1288,22.65
1289,22.488
1290,24.766
1291,24.429
1292,27.357
1293,23.085
1294,25.903
1295,22.197
1296,23.583
1297,22.969
1298,25.487
1299,22.607
1300,19.878
1301,25.383
1302,25.949
1303,23.346
1304,24.277
1305,28.342
1306,24.287
1307,22.833
1308,23.85
1309,22.427
1310,23.172
1311,22.558
1312,26.742
1313,23.005
1314,28.699
1315,22.501
1316,22.492
1317,23.819
1318,29.249
1319,24.068
1320,23.395
1321,24.195
1322,25.949
1323,22.23
1324,24.516
1325,23.56
1326,24.436
1327,32.544
1328,40.581
1329,34.839
1330,23.555
1331,24.27
1332,31.039
1333,25.272
1334,23.431
1335,22.04
1336,27.099
1337,27.312
1338,29.994
1339,22.896
1340,23.514
1341,25.917
1342,24.484
1343,24.303
1344,23.741
1345,25.42
1346,26.42
1347,26.791
1348,23.542
1349,25.142
1350,24.474
1351,26.338
1352,23.364
1353,29.065
1354,24.588
1355,21.723
1356,23.458
1357,26.885
1358,23.342
1359,22.601
1360,23.18
1361,23.981
1362,23.502
1363,23.39
1364,23.104
1365,22.209
1366,25.24
1367,37.46
1368,23.856
1369,24.685
1370,25.713
1371,23.944
1372,24.697
1373,24.421
1374,29.075
1375,28.958
1376,30.677
1377,31.517
1378,31.426
1379,29.384
1380,29.478
1381,20.813
1382,23.531
1383,25.723
1384,24.285
1385,22.974
1386,23.403
1387,23.519
1388,23.35
1389,22.094
1390,31.049
1391,24.047
1392,23.607
1393,23.616
1394,23.778
1395,28.166
1396,22.35
1397,27.468
1398,23.25
1399,24.859
1400,24.829
1401,23.916
1402,22.905
1403,27.002
1404,23.764
1405,23.311
1406,25.393
1407,28.258
1408,23.698
1409,25.353
1410,23.908
1411,25.371
1412,22.767
1413,23.717
1414,22.322
1415,22.887
1416,17.871
1417,23.562
1418,22.732
1419,23.79
1420,23.518
1421,23.022
1422,23.17
1423,23.621
1424,23.482
1425,24.634
1426,24.149
1427,29.717
1428,35.519
1429,29.718
1430,24.34
1431,22.764
1432,24.083
1433,23.335
1434,22.749
1435,26.17
1436,23.536
1437,22.482
1438,23.189
1439,24.272
1440,24.122
1441,34.184
1442,21.962
1443,25.43
1444,23.471
1445,23.634
1446,23.59
1447,24.913
1448,26.386
1449,22.96
1450,29.652
1451,25.896
1452,34.109
1453,27.052
1454,29.835
1455,29.811
1456,23.776
1457,24.089
1458,30.179
1459,29.005
1460,25.468
1461,30.304
1462,23.345
1463,34.887
1464,35.602
1465,26.614
1466,24.814
1467,28.362
1468,23.038
1469,25.246
1470,25.146
1471,23.812
1472,24.717
1473,23.53
1474,23.354
1475,23.407
1476,22.404
1477,20.745
1478,23.085
1479,24.774
1480,23.804
1481,25.258
1482,22.628
1483,23.834
1484,23.559
1485,23.245
1486,22.938
1487,23.19
1488,29.258
1489,23.746
1490,24.764
1491,21.906
1492,23.856
1493,23.243
1494,26.473
1495,22.129
1496,30.441
1497,25.035
1498,23.869
1499,34.702
1500,24.625
1501,31.31
1502,26.036
1503,21.873
1504,24.402
1505,26.065
1506,22.081
1507,22.696
1508,25.436
1509,22.727
1510,23.697
1511,24.161
1512,24.856
1513,23.511
1514,32.727
1515,24.564
1516,22.033
1517,18.816
1518,23.888
1519,22.367
1520,23.2
1521,26.931
1522,27.42
1523,23.48
1524,24.541
1525,23.297
1526,24.296
1527,23.116
1528,22.789
1529,22.523
1530,23.097
1531,23.4
1532,32.539
1533,23.354
1534,24.99
1535,29.567
1536,25.997
1537,22.572
1538,25.629
1539,27.564
1540,23.717
1541,22.413
1542,24.092
1543,24.152
1544,22.953
1545,23.906
1546,23.028
1547,24.537
1548,27.715
1549,24.926
1550,21.815
1551,27.119
1552,29.243
1553,51.195
1554,22.65
1555,21.987
1556,24.471
1557,24.238
1558,23.104
1559,30.701
1560,22.51
1561,22.423
1562,24.68
1563,28.546
1564,23.851
1565,22.762
1566,21.206
1567,22.915
1568,32.325
1569,24.569
1570,28.839
1571,25.911
1572,25.101
1573,23.354
1574,22.756
1575,24.075
1576,23.163
1577,21.987
1578,22.419
1579,22.591
1580,23.298
1581,23.993
1582,23.429
1583,21.927
1584,27.547
1585,23.436
1586,23.107
1587,22.313
1588,26.861
1589,28.385
1590,19.013
1591,23.547
1592,21.466
1593,25.643
1594,23.989
1595,22.569
1596,35.32
1597,25.08
1598,28.321
1599,27.919
1600,22.805
1601,23.531
1602,22.624
1603,23.59
1604,23.37
1605,12.042
1606,21.265
1607,12.354
1608,14.583
1609,12.974
1610,12.24
1611,12.441
1612,12.762
1613,13.59
1614,13.564
1615,11.51
1616,11.746
1617,11.165
1618,11.669
1619,14.351
1620,14.915
1621,15.117
1622,11.835
1623,16.201
1624,24.245
1625,12.396
1626,20.926
1627,20.813
1628,27.577
1629,26.315
1630,30.558
1631,23.366
1632,23.693
1633,33.443
1634,24.696
1635,28.74
1636,28.815
1637,27.257
1638,23.794
1639,37.231
1640,30.45
1641,25.508
1642,26.362
1643,32.685
1644,30.838
1645,27.153
1646,25.535
1647,25.569
1648,21.865
1649,30.671
1650,25.354
1651,25.024
1652,20.293
1653,23.395
1654,23.778
1655,24.818
1656,23.157
1657,25.511
1658,24.237
1659,24.027
1660,22.251
1661,22.415
1662,23.585
1663,22.66
1664,27.929
1665,24.041
1666,20.533
1667,23.178
1668,22.655
1669,24.334
1670,22.298
1671,23.831
1672,26.958
1673,23.11
1674,22.197
1675,23.111
1676,23.723
1677,21.783
1678,25.492
1679,26.101
1680,22.798
1681,23.408
1682,23.497
1683,22.1
1684,22.884
1685,21.222
1686,22.524
1687,22.42
1688,26.971
1689,23.312
1690,25.867
1691,23.383
1692,22.987
1693,23.154
1694,22.575
1695,22.671
1696,22.501
1697,23.421
1698,23.369
1699,25.321
1700,23.209
1701,22.489
1702,22.745
1703,24.413
1704,24.677
1705,23.244
1706,27.039
1707,23.471
1708,24.34
1709,23.432
1710,24.508
1711,24.681
1712,24.695
1713,19.44
1714,22.88
1715,21.621
1716,23.449
1717,24.013
1718,24.298
1719,21.759
1720,21.779
1721,25.623
1722,23.205
1723,24.404
1724,21.687
1725,24.575
1726,24.219
1727,22.265
1728,24.084
1729,22.514
1730,28.562
1731,22.723
1732,29.482
1733,34.778
1734,26.99
1735,24.045
1736,27.514
1737,26.196
1738,29.925
1739,23.327
1740,26.093
1741,26.242
1742,22.175
1743,22.6
1744,24.844
1745,21.527
1746,24.008
1747,24.357
1748,27.971
1749,23.608
1750,22.926
1751,22.434
1752,22.934
1753,24.001
1754,23.142
1755,23.587
1756,23.336
1757,26.865
1758,25.678
1759,24.892
1760,22.273
1761,22.691
1762,26.598
1763,25.594
1764,22.39
1765,28.954
1766,24.233
1767,26.31
1768,24.583
1769,22.531
1770,24.854
1771,22.883
1772,23.348
1773,24.883
1774,14.882
1775,22.368
1776,29.63
1777,57.681
1778,24.787
1779,22.331
1780,24.391
1781,21.351
1782,23.441
1783,24.419
1784,23.098
1785,21.286
1786,24.861
1787,24.637
1788,29.858
1789,26.23
1790,27.364
1791,23.947
1792,31.236
1793,27.124
1794,13.988
1795,25.564
1796,12.238
1797,21.883
1798,23.935
1799,23.932
1800,23.121
1801,23.649
1802,23.589
1803,26.138
1804,23.65
1805,23.127
1806,25.027
1807,23.227
1808,24.766
1809,25.442
1810,25.599
1811,32.792
1812,26.258
1813,24.27
1814,23.106
1815,24.817
1816,29.366
1817,25.669
1818,24.174
1819,24.034
1820,22.807
1821,21.81
1822,27.718
1823,13.032
1824,23.503
1825,16.362
1826,19.199
1827,21.412
1828,22.46
1829,21.926
1830,22.744
1831,23.306
1832,22.402
1833,25.091
1834,25.097
1835,25.228
1836,23.215
1837,23.313
1838,23.595
1839,24.06
1840,20.931
1841,19.379
1842,20.703
1843,26.63
1844,23.542
1845,26.129
1846,22.596
1847,28.149
1848,31.798
1849,27.537
1850,25.311
1851,24.443
1852,23.556
1853,22.973
1854,22.779
1855,22.983
1856,24.643
1857,22.964
1858,23.143
1859,20.921
1860,22.096
1861,21.792
1862,25.637
1863,22.566
1864,22.166
1865,22.428
1866,21.623
1867,26.021
1868,22.533
1869,23.7
1870,33.403
1871,33.486
1872,27.065
1873,44.704
1874,24.105
1875,28.097
1876,24.796
1877,25.797
1878,24.038
1879,23.058
1880,35.99
1881,26.235
1882,26.562
1883,21.828
1884,27.948
1885,31.834
1886,23.272
1887,26.815
1888,26.521
1889,28.302
1890,25.433
1891,23.68
1892,23.736
1893,25.082
1894,32.109
1895,33.377
1896,31.938
1897,27.794
1898,22.175
1899,32.044
1900,25.893
1901,27.692
1902,25.817
1903,36.231
1904,25.735
1905,24.567
1906,27.629
1907,51.648
1908,44.305
1909,31.207
1910,26.562
1911,31.288
1912,32.3
1913,30.773
1914,27.499
1915,29.996
1916,22.907
1917,25.783
1918,37.569
1919,29.534
1920,26.276
1921,31.929
1922,25.838
1923,20.489
1924,28.38
1925,28.79
1926,33.247
1927,26.176
1928,28.888
1929,22.449
1930,23.317
1931,29.119
1932,27.603
1933,29.196
1934,22.122
1935,30.389
1936,22.209
1937,25.293
1938,19.803
1939,15.37
1940,12.152
1941,10.904
1942,15.38
1943,13.283
1944,12.914
1945,11.586
1946,14.764
1947,12.999
1948,13.397
1949,17.656
1950,17.509
1951,18.218
1952,15.768
1953,24.57
1954,13.34
1955,11.503
1956,11.482
1957,11.658
1958,13.748
1959,11.712
1960,12.623
1961,18.076
1962,13.254
1963,12.604
1964,12.158
1965,15.826
1966,20.687
1967,13.653
1968,15.533
1969,10.602
1970,11.676
1971,11.574
1972,14.136
1973,12.99
1974,10.964
1975,12.838
1976,23.606
1977,29.886
1978,21.827
1979,23.582
1980,25.452
1981,22.809
1982,22.424
1983,28.928
1984,19.704
1985,29.424
1986,25.719
1987,28.422
1988,28.569
1989,24.824
1990,21.686
1991,24.239
1992,22.606
1993,21.049
1994,20.692
1995,17.941
1996,17.757
1997,20.562
1998,21.154
1999,18.956
2000,25.015
2001,27.903
2002,22.535
2003,21.893
2004,21.526
2005,31.497
2006,26.753
2007,22.653
2008,24.886
2009,12.399
2010,18.707
2011,22.458
2012,23.75
2013,23.11
2014,28.303
2015,27.336
2016,24.006
2017,22.694
2018,24.448
2019,22.722
2020,21.231
2021,22.705
2022,29.551
2023,24.106
2024,22.979
2025,25.217
2026,22.441
2027,24.011
2028,21.743
2029,23.261
2030,43.174
2031,23.116
2032,23.278
2033,28.023
2034,23.13
2035,40.85
2036,35.637
2037,18.75
2038,26.662
2039,20.888
2040,20.681
2041,24.01
2042,22.273
2043,23.234
2044,26.335
2045,24.194
2046,22.529
2047,24.763
2048,23.84
2049,23.965
2050,22.154
2051,29.028
2052,23.64
2053,23.619
2054,25.382
2055,24.304
2056,23.336
2057,24.025
2058,24.115
2059,22.831
2060,23.249
2061,25.318
2062,22.13
2063,22.21
2064,23.303
2065,32.637
2066,26.554
2067,21.725
2068,23.677
2069,25.352
2070,22.97
2071,23.51
2072,23.51
2073,20.492
2074,24.637
2075,26.331
2076,23.485
2077,26.512
2078,23.696
2079,24.19
2080,22.683
2081,24.711
2082,25.431
2083,24.342
2084,22.912
2085,34.65
2086,28.248
2087,24.476
2088,26.58
2089,20.17
2090,24.997
2091,23.387
2092,23.19
2093,23.888
2094,24.57
2095,23.423
2096,22.998
2097,24.775
2098,23.206
2099,22.828
2100,21.006
2101,22.66
2102,23.486
2103,23.258
2104,22.426
2105,27.598
2106,22.252
2107,23.317
2108,26.931
2109,24.565
2110,26.709
2111,24.876
2112,24.379
2113,30.624
2114,24.154
2115,27.34
2116,24.284
2117,25.591
2118,23.933
2119,25.217
2120,32.941
2121,28.137
2122,30.542
2123,24.162
2124,20.983
2125,40.758
2126,26.548
2127,23.783
2128,22.956
2129,24.346
2130,24.868
2131,17.562
2132,26.02
2133,30.218
2134,23.22
2135,24.234
2136,22.815
2137,24.338
2138,22.76
2139,12.976
2140,11.641
